Area,Build_date,Room,Parking,Warehouse,Elevator,Price,Address
45,1382,1,1,1,0,3150000000,سلسبیل
68,1385,2,1,1,0,6400000000,"جنت‌آباد مرکزی"
170,1401,3,1,1,1,27300000000,سعادت‌آباد
107,1400,2,1,1,1,5100000000,"اندیشه (شهر زیبا)"
57,1381,2,0,1,0,2700000000,"خواجه نظام الملک"
60,1387,1,1,1,1,5100000000,"شهران شمالیمیدان دوم شهران (بلوار شهران)"
75,1394,2,1,1,1,4500000000,"کرمانکوچه قدیری (خ. طاهری)"
55,1386,1,0,1,0,2400000000,جیحون
135,1392,3,1,1,1,19700000000,سعادت‌آباد
308,1401,4,1,1,1,48000000000,"سعادت‌آبادمیدان طهرانی مقدم (کاج) (بلوار سعادت اباد)"
61,1386,1,0,1,0,3000000000,"مهرآباد جنوبی"
210,1401,3,1,1,1,40000000000,"شهرک غرب"
75,1392,2,0,1,1,6000000000,"دریاچه شهدای خلیج فارس"
58,1401,1,0,1,1,4500000000,جیحون
91,1385,2,1,1,0,6750000000,ستارخان
100,1401,2,1,1,1,1754000000,چیتگر
60,1382,2,1,1,0,4000000000,افسریه
95,1401,2,1,1,1,10450000000,"کوی فردوس"
130,1401,3,1,1,1,15200000000,دریان‌نو
145,1387,3,1,1,1,18200000000,جردن
125,1393,3,1,1,1,14000000000,شاهین
49,1387,1,1,1,0,1680000000,"اندیشه (شهر زیبا)"
185,1396,3,1,1,1,20720000000,سوهانک
158,1401,3,1,1,1,27650000000,جردن
121,1401,2,1,1,1,11900000000,دریان‌نو
78,1399,2,1,1,1,4758000000,"شارق شرقی"
61,1383,1,1,1,0,5850000000,شاهین
78,1394,2,1,1,1,8100000000,شاهین
150,1401,3,1,1,1,27000000000,جردن
82,1398,2,0,1,1,4350000000,جیحون
79,1402,2,1,1,1,9200000000,دریان‌نو
135,1397,3,1,1,1,8700000000,"دهکده المپیک"
117,1402,2,1,1,1,19305000000,سعادت‌آباد
65,1379,2,0,1,0,4250000000,"سلسبیلخیابان رودکی جنوبی (خیابان دامپزشکی)"
96,1395,2,1,1,1,12000000000,مرزداران
85,1381,2,1,1,0,7500000000,شاهین
109,1398,2,1,1,1,10250000000,توحید
198,1399,3,1,1,1,13280000000,"دریاچه شهدای خلیج فارس"
61,1395,1,1,1,1,6300000000,"شهران جنوبی"
170,1401,3,1,1,1,55000000000,ولنجک
74,1381,2,0,1,0,4100000000,"ابوذر (منطقه ۱۵)خیابان مسلم (خ. فاضل بجستانی)"
205,1385,3,1,1,1,28500000000,سعادت‌آباد
69,1380,2,0,0,1,4000000000,آذربایجان
160,1401,3,1,1,1,34000000000,"سعادت‌آبادخیابان صراف‌های جنوبی (بلوار دریا)"
92,1401,2,1,1,1,1700000000,"دریاچه شهدای خلیج فارس"
100,1401,2,1,1,1,2800000000,چیتگر
100,1401,2,1,1,1,2800000000,چیتگر
100,1401,2,1,1,1,2800000000,چیتگر
100,1381,2,0,1,0,2800000000,جی
144,1401,3,1,1,1,4100000000,"اندیشه (شهر زیبا)"
170,1387,2,1,1,1,28500000000,سعادت‌آباد
101,1401,2,1,1,1,2185000000,چیتگر
177,1400,3,1,1,1,11390000000,"دریاچه شهدای خلیج فارس"
86,1395,2,1,1,1,9890000000,پونک
118,1390,3,1,1,1,11500000000,"باغ فیض"
300,1401,4,1,1,1,75000000000,"سعادت‌آبادمیدان طهرانی مقدم (کاج) (بلوار سعادت آباد)"
52,1380,2,0,1,0,3290000000,"سلسبیلخیابان قصرالدشت (خیابان هاشمی)"
60,1390,1,1,1,1,5800000000,"شهر زیبا"
120,1402,2,1,1,1,19800000000,قیطریه
120,1402,3,1,1,1,16320000000,"سازمان برنامهخیابان سازمان برنامه شمالی (ب. علامه جعفری)"
150,1395,3,1,1,1,31500000000,سعادت‌آباد
145,1400,3,1,1,1,22500000000,مرزداران
132,1401,2,1,1,1,1800000000,"شهرک شهید باقری"
130,1401,2,1,1,1,32500000000,نیاوران
134,1391,3,1,1,1,15300000000,مرزداران
49,1395,1,1,1,1,1500000000,"اندیشه (شهر زیبا)"
102,1389,2,1,1,0,8350000000,"شهرک راه‌آهن"
136,1395,3,1,1,1,14960000000,نارمک
145,1385,3,1,1,1,13500000000,دردشت
62,1387,2,1,1,0,1630000000,"اندیشه (شهر زیبا)"
53,1385,1,0,1,1,4250000000,"تهرانپارس غربی"
128,1401,2,1,1,1,10200000000,چیتگر
90,1401,2,1,1,1,13050000000,"جنت‌آباد مرکزی"
80,1397,2,1,1,1,6650000000,"جنت‌آباد شمالی"
70,1388,2,1,1,1,8900000000,مرزداران
137,1402,3,1,1,1,17810000000,شاهین
80,1402,2,1,1,1,10000000000,"هفت حوض"
49,1383,1,1,1,0,3533000000,حشمتیه
71,1387,2,0,1,0,4500000000,"استاد معینخیابان طوس (خ. جیحون)"
81,1398,2,0,1,1,6560000000,"جنت‌آباد شمالی"
170,1400,3,1,1,1,47600000000,"زعفرانیهخیابان الف"
60,1401,2,1,1,1,7500000000,مدائن
110,1401,2,1,1,1,13000000000,کاظم‌آباد
75,1393,2,1,1,1,4150000000,بریانک
96,1394,2,1,1,1,6350000000,تهران‌سر
123,1402,3,1,1,1,3060000000,"دریاچه شهدای خلیج فارس"
56,1395,1,1,1,1,4500000000,پیروزی
115,1390,3,1,1,1,17250000000,سعادت‌آباد
230,1401,3,1,1,1,48300000000,سعادت‌آباد
127,1401,2,1,1,1,34290000000,سعادت‌آباد
165,1399,3,1,1,1,42900000000,سعادت‌آباد
147,1402,3,1,1,1,29300000000,"شهرک غرب"
88,1388,2,1,1,0,2230000000,"اندیشه (شهر زیبا)"
49,1383,1,1,1,0,4950000000,"جنت‌آباد مرکزی"
85,1399,2,1,1,1,15300000000,"گیشا (کوی نصر)"
142,1399,3,1,1,1,22000000000,"گیشا (کوی نصر)"
126,1401,3,1,1,1,16380000000,صادقیه
220,1399,3,1,1,1,35000000000,"سازمان برنامه"
90,1385,3,1,1,1,6200000000,جمهوری
57,1379,1,0,1,0,3400000000,آذربایجان
75,1397,2,1,1,1,7900000000,"جنت‌آباد مرکزی"
54,1388,1,1,1,1,5555000000,پونک
88,1395,2,1,1,1,10000000000,"جنت‌آباد مرکزی"
181,1402,3,1,1,1,22450000000,دریان‌نو
53,1394,1,0,1,1,3180000000,سلسبیل
125,1385,3,1,1,1,12000000000,"کوی فردوس"
57,1380,2,1,1,0,6300000000,"کوی فردوس"
65,1395,2,1,1,1,6500000000,"شهران جنوبی"
90,1396,2,1,1,1,14200000000,سعادت‌آباد
110,1398,2,1,1,1,22000000000,سعادت‌آباد
50,1385,1,1,1,1,5950000000,مرزداران
54,1381,1,0,1,0,2600000000,"امیریهخیابان مختاری غربی (خ. ولیعصر)"
53,1384,1,0,0,0,4700000000,"جنت‌آباد مرکزیخیابان شاهین شمالی (خیابان رجب صلاحی)"
118,1400,3,1,1,1,8300000000,افسریه
64,1384,1,1,1,1,5750000000,"کوی فردوس"
54,1384,1,1,1,0,2300000000,مسعودیه
40,1389,1,0,1,0,2240000000,بریانک
61,1384,1,0,1,0,5400000000,پونک
83,1392,2,1,1,1,8450000000,پونک
45,1383,1,0,1,0,2000000000,آذری
67,1380,2,0,1,0,2590000000,بریانک
65,1390,2,0,1,1,2825000000,نواب
115,1390,2,1,1,1,12100000000,یوسف‌آباد
170,1399,3,1,0,1,29750000000,یوسف‌آباد
170,1397,3,1,0,1,25500000000,یوسف‌آباد
113,1400,2,1,1,1,17100000000,یوسف‌آباد
223,1385,3,1,1,1,23000000000,هروی
130,1388,3,1,1,1,14000000000,اختیاریه
42,1382,1,0,1,0,2150000000,"هفت چنارخیابان نوری نیارکی (بزرگراه آیت الله سعیدی)"
125,1395,2,1,1,1,17200000000,دروس
85,1390,2,1,1,1,9000000000,سهروردی
121,1383,3,1,1,1,10527000000,بهار
57,1394,1,1,1,0,2200000000,"اندیشه (شهر زیبا)"
60,1385,1,1,1,1,5700000000,طرشت
64,1384,1,1,1,0,4300000000,"استخربلوار پروین (بلوار شاهد)"
50,1401,1,1,1,1,5300000000,"باغ فیض"
100,1401,2,1,1,1,1850000000,"دریاچه شهدای خلیج فارس"
109,1401,2,1,1,1,6758000000,تهران‌سر
48,1382,2,1,1,0,4350000000,"جنت‌آباد جنوبی"
66,1390,1,1,0,1,2350000000,"شهرک ولیعصرخیابان فولادی"
136,1388,2,1,1,1,14700000000,قلهک
117,1400,3,1,1,1,12600000000,"جنت‌آباد جنوبی"
69,1380,2,0,0,0,3500000000,"پیروزیخیابان پیروزی (کنارگذر پیروزی)"
440,1398,4,1,1,1,55000000000,"دریاچه شهدای خلیج فارس"
170,1400,3,1,1,1,17500000000,"دریاچه شهدای خلیج فارس"
76,1402,2,1,1,1,1250000000,چیتگر
83,1392,2,0,1,1,3700000000,خزانه
100,1396,2,1,1,1,7400000000,زنجان
70,1385,2,1,1,1,7200000000,پونک
56,1392,1,1,1,1,3430000000,جیحون
105,1396,2,1,1,1,10800000000,"کوی فردوس"
290,1398,3,1,1,1,50000000000,سعادت‌آباد
100,1402,2,1,1,1,14500000000,مرزداران
110,1394,2,1,1,1,11300000000,"کوی فردوس"
48,1388,1,0,0,0,3100000000,"هفت چنار"
147,1401,3,1,1,1,17500000000,پونک
117,1389,2,1,1,1,10000000000,"شهران شمالی"
115,1389,3,1,1,1,10700000000,"شهران شمالی"
45,1393,1,1,1,1,2000000000,"اندیشه (شهر زیبا)"
238,1401,3,1,1,1,71000000000,زعفرانیه
135,1401,2,1,1,1,27000000000,ولنجک
98,1401,2,1,1,1,14000000000,مرزداران
100,1398,2,1,1,1,3600000000,یافت‌آباد
78,1393,2,1,1,1,1680000000,قیام‌دشت
195,1402,3,1,1,1,23000000000,هروی
75,1393,2,1,1,1,11300000000,مرزداران
50,1402,2,1,1,1,1417000000,چیتگر
59,1396,1,1,1,1,3800000000,آذری
76,1388,2,1,1,1,7200000000,"جنت‌آباد جنوبی"
110,1401,2,1,1,1,8300000000,چیتگر
226,1388,4,1,1,1,36000000000,اقدسیه
100,1385,2,1,1,1,12500000000,مرزداران
190,1395,3,1,1,1,32500000000,نیاوران
350,1385,4,1,1,1,49000000000,"نیاورانخیابان عمار (خیابان شهید باهنر)"
245,1385,3,1,1,1,36000000000,فرمانیه
200,1390,3,1,1,1,36500000000,نیاوران
143,1402,3,1,1,1,24310000000,نیاوران
63,1390,2,0,1,0,2820000000,نواب
50,1386,1,0,1,1,2690000000,بریانک
66,1377,2,0,1,0,2610000000,بریانک
121,1401,2,1,1,1,15730000000,هروی
110,1397,3,1,1,1,11900000000,مرزداران
80,1388,2,1,1,1,7550000000,"سازمان برنامه"
125,1402,3,1,1,1,16300000000,مرزداران
114,1402,2,1,1,1,13950000000,هروی
82,1386,2,0,1,0,5100000000,سلسبیل
105,1394,2,1,1,1,6300000000,تهران‌سر
107,1392,2,1,1,1,8250000000,توحید
100,1402,2,1,1,1,2360000000,کوهک
130,1402,2,1,1,1,20000000000,نیاوران
50,1380,1,1,0,0,2080000000,اتابک
120,1395,2,1,1,1,13000000000,یوسف‌آباد
95,1401,2,1,1,1,1140000000,چیتگر
68,1396,1,1,1,1,10200000000,"شهرک غرب"
131,1384,3,1,1,1,18000000000,"شهرک غربخیابان سردار دریا (بلوار دریا)"
220,1398,4,1,1,1,43400000000,"سعادت‌آبادخیابان مروارید (بلوار سرو غربی)"
86,1401,2,1,1,1,16200000000,"شهرک غربخیابان سپهر (ب. یادگار امام)"
145,1402,3,1,1,1,26100000000,"شهرک غربخیابان سپهر (ب. یادگار امام)"
63,1386,1,0,1,1,5150000000,"تهرانپارس غربی"
112,1392,2,1,1,1,11700000000,"تهرانپارس غربی"
48,1382,1,0,1,0,2200000000,جلیلی
80,1399,2,1,1,1,14350000000,"گیشا (کوی نصر)"
50,1383,1,0,1,0,4100000000,"سازمان آب"
130,1400,3,1,1,1,26000000000,نیاوران
61,1402,1,1,1,1,1530000000,"دریاچه شهدای خلیج فارس"
75,1398,2,1,1,1,2100000000,"مبارک‌آباد بهشتی"
51,1379,2,0,1,0,3280000000,سلسبیل
80,1390,2,1,1,1,9350000000,مرزداران
68,1396,2,1,1,1,6450000000,"باغ فیض"
55,1387,1,1,1,1,5750000000,"کوی فردوس"
210,1399,3,1,1,1,0,کامرانیه
105,1371,2,1,1,0,8100000000,سهروردی
90,1400,2,1,1,1,2520000000,"مبارک‌آباد بهشتی"
40,1383,1,0,1,0,2900000000,"تهرانپارس شرقی"
115,1400,2,1,1,1,3200000000,"مبارک‌آباد بهشتی"
87,1396,2,1,1,1,11000000000,نیاوران
175,1381,3,1,1,1,20562500000,"اختیاریهکوچه ارغوان (خ. دیباجی جنوبی)"
56,1390,1,1,1,1,3500000000,"تهرانپارس شرقی"
220,1399,3,1,1,1,0,نیاوران
166,1401,3,1,1,1,24500000000,"مرزدارانبلوار مرزداران (بزرگراه یادگار امام)"
88,1390,2,1,1,1,10700000000,پونک
210,1401,3,1,1,1,39900000000,سعادت‌آباد
50,1384,1,1,0,1,1850000000,دولت‌آباد
70,1376,1,1,0,0,5000000000,دهقان
83,1392,2,1,1,1,7450000000,"دکتر هوشیار"
100,1381,2,0,1,0,2800000000,جی
69,1380,2,0,0,1,4000000000,آذربایجان
72,1401,2,1,1,1,9800000000,"کوی فردوس"
67,1392,1,1,1,0,2200000000,"اندیشه (شهر زیبا)"
102,1397,2,1,1,1,14000000000,قیطریه
90,1393,2,1,1,1,9000000000,پونک
120,1402,2,1,1,1,15600000000,پاسداران
140,1399,2,1,1,1,23500000000,دروس
63,1379,2,1,1,1,3250000000,بریانک
40,1390,1,1,1,0,2000000000,فلاح
85,1386,2,1,1,1,7250000000,"باغ فیض"
130,1389,3,1,1,1,14950000000,سعادت‌آباد
256,1386,4,1,1,1,32000000000,مرزداران
117,1401,2,1,1,1,7600000000,"دریاچه شهدای خلیج فارس"
65,1380,1,0,1,0,3700000000,سلیمانی
117,1402,3,1,1,1,12000000000,"شهرک راه‌آهن"
67,1383,2,1,1,0,4700000000,"استاد معین"
108,1402,2,1,1,1,7650000000,چیتگر
50,1385,1,1,1,1,3280000000,بریانک
64,1400,2,1,1,1,4300000000,جیحون
115,1384,2,1,1,1,12700000000,هروی
160,1384,3,1,1,1,25500000000,دروس
114,1402,2,1,1,1,8000000000,"سرو آزاد"
72,1390,1,1,1,1,4200000000,فلاح
115,1382,2,1,1,1,15600000000,"قیطریهخیابان منصور پورحیدری (روشنایی) (بلوار کاوه)"
145,1389,3,1,1,1,12000000000,"چیذرکوچه بهمن پور (خ. معصومی)"
85,1385,2,1,1,1,9500000000,پونک
180,1380,3,1,1,0,37000000000,دروس
50,1380,1,1,0,0,4000000000,اسکندری
242,1401,3,1,1,1,36300000000,اقدسیه
75,1382,2,1,1,0,7600000000,"جنت‌آباد جنوبی"
65,1390,2,0,0,0,2000000000,کن
62,1383,1,1,0,0,7000000000,سعادت‌آباد
66,1392,2,1,1,1,5100000000,"استاد معین"
104,1400,2,1,1,1,10600000000,"دریاچه شهدای خلیج فارس"
147,1395,3,1,1,1,20000000000,آسمان
110,1401,2,1,1,1,12100000000,"شهران جنوبی"
150,1401,3,1,1,1,28000000000,دروس
60,1371,1,1,1,0,4450000000,"دکتر هوشیار"
105,1400,2,1,1,1,8100000000,"استاد معین"
137,1399,3,1,1,1,16200000000,"پونکبلوار فلاح زاده (همیلا) (بلوار میرزابابایی)"
87,1377,2,1,1,0,6100000000,بهار
76,1400,2,1,1,1,6000000000,پیروزی
43,1382,1,0,1,0,2700000000,سلسبیل
130,1392,3,1,1,1,13700000000,پونک
120,1399,2,1,1,1,12300000000,پونک
96,1388,2,1,1,1,12200000000,پونک
40,1386,1,1,1,1,2350000000,"عارفخیابان مخبر جنوبی (خ. خاوران)"
65,1388,2,0,0,0,4750000000,زنجان
66,1383,2,1,1,0,4000000000,سلسبیل
43,1381,1,0,0,0,2300000000,"گمرکخیابان وحدت اسلامی (خیابان امام خمینی)"
50,1393,1,0,1,1,2450000000,"شهرک ولیعصر"
64,1385,1,1,1,0,3020000000,سلسبیل
57,1386,1,1,1,0,3250000000,سلسبیل
60,1396,1,0,1,0,2950000000,"شهرک ولیعصر"
55,1385,1,0,1,0,2350000000,"تولید دارو"
68,1382,1,0,1,0,5400000000,نارمک
58,1386,1,1,1,0,4400000000,نارمک
103,1401,2,1,1,1,12600000000,نارمک
48,1394,1,0,1,1,4500000000,نارمک
112,1390,2,1,1,1,12650000000,مدائن
57,1385,1,0,1,0,4800000000,مدائن
55,1385,1,1,1,0,4290000000,نارمک
70,1384,2,0,1,0,4790000000,نارمک
67,1396,2,0,1,1,4000000000,"استاد معین"
58,1394,1,0,1,1,3500000000,جیحون
125,1400,3,1,1,1,17500000000,امیرآباد
223,1400,3,1,1,1,55750000000,نیاوران
76,1389,2,1,1,1,3040000000,"خلیج فارسکوچه شیرودی (بلوار خلیج فارس)"
70,1370,2,0,1,0,2650000000,"سبلانکوچه بی غم (خ. سبلان شمالی)"
130,1391,3,1,1,1,14370000000,ارم
86,1388,2,0,1,1,9300000000,پاسداران
100,1394,2,1,1,1,11000000000,"کوی فردوس"
65,1383,1,0,1,0,4300000000,پونک
36,1377,1,0,1,0,2650000000,"سلسبیلکوچه رودکی شمالی"
49,1390,1,0,1,0,2250000000,مخصوص
50,1387,1,1,1,0,4400000000,"نارمک جنوبی"
80,1382,2,1,1,0,7000000000,"هفت حوض"
70,1392,2,0,1,1,4700000000,آذربایجان
116,1393,2,1,1,1,10950000000,"شهر زیبا"
85,1402,2,1,1,1,10700000000,"جنت‌آباد جنوبی"
64,1384,1,0,1,1,5200000000,"تهرانپارس غربی"
250,1375,4,1,1,0,65000000000,سعادت‌آباد
1310,1401,3,1,0,1,190000000000,"صادقیهبلوار آیت الله کاشانی"
45,1381,1,0,1,0,2700000000,"سلسبیلکوچه رودکی شمالی (کوچه رودکی شمالی)"
63,1385,1,1,1,1,6500000000,پونک
48,1380,1,0,0,0,3150000000,آذربایجان
106,1396,2,1,1,1,12800000000,مرزداران
183,1402,3,1,1,1,38400000000,مرزداران
650,1396,5,1,1,1,160000000000,اقدسیه
64,1386,1,0,1,1,5850000000,"جنت‌آباد جنوبی"
90,1398,2,1,1,1,8690000000,اکباتان
86,1384,2,1,1,0,9500000000,پونک
54,1393,1,0,1,0,3090000000,"بریانکخیابان نیکفر (خ. بریانک)"
139,1401,3,1,1,1,16500000000,"شهران شمالی"
186,1401,3,1,1,1,22400000000,هروی
55,1383,1,1,1,0,4300000000,"جنت‌آباد شمالی"
50,1393,1,1,1,1,3920000000,"تهرانپارس شرقی"
109,1401,2,1,1,1,9800000000,"نیرو هوایی"
64,1390,1,1,1,1,6950000000,"کوی فردوسکوچه ابراهیمی جنوبی (بلوار فردوس)"
105,1396,2,1,1,1,9970000000,سهروردی
110,1401,0,1,1,1,13200000000,هروی
108,1389,2,1,1,0,6000000000,"بریانکخیابان محبوب مجاز (خ. خوش جنوبی)"
95,1401,2,1,1,1,11900000000,پونک
129,1401,2,1,1,1,12950000000,"کوی فردوس"
123,1386,2,1,1,1,11800000000,"کوی فردوسبلوار فردوس (ب. ستاری)"
67,1381,2,1,1,0,6700000000,"کوی فردوس"
87,1387,2,1,1,1,9250000000,"سازمان برنامه"
170,1388,3,1,1,1,26000000000,آجودانیه
140,1401,3,1,1,1,3920000000,"دریاچه شهدای خلیج فارس"
95,1393,2,1,1,1,10756000000,"جنت‌آباد مرکزی"
76,1396,2,1,1,1,3200000000,"شادآبادخیابان الزهرا"
125,1401,2,1,1,1,15634000000,"دریاچه شهدای خلیج فارس"
195,1401,3,1,1,1,23400000000,پاسداران
143,1400,2,1,1,1,33000000000,دروس
112,1387,2,1,1,1,14500000000,پاسداران
72,1396,1,1,1,1,11500000000,پاسداران
275,1392,4,1,1,1,38500000000,دروس
335,1401,3,1,1,1,134000000000,دروس
171,1385,3,1,1,1,22500000000,یوسف‌آباد
93,1401,2,1,1,1,10400000000,صادقیه
153,1401,3,1,1,1,20500000000,چیذر
45,1382,1,0,1,0,3400000000,پیروزی
50,1382,2,1,1,0,4600000000,"جنت‌آباد شمالیبلوار جنت آباد شمالی (بزرگراه آبشناسان)"
123,1397,3,1,1,1,15042000000,"شهران جنوبیخیابان طوقانی"
90,1387,2,1,1,0,8200000000,"جنت‌آباد جنوبی"
62,1373,1,1,1,0,3500000000,سلسبیل
94,1392,2,1,1,1,115000000009,فرمانیه
77,1393,2,1,1,1,8330000000,"سازمان برنامهخیابان اینانلو (بلوار شقایق مرکزی)"
169,1397,3,1,1,1,28730000000,یوسف‌آباد
61,1383,1,1,1,1,6200000000,"جنت‌آباد جنوبیمیدان چهار باغ (بلوار جنت آباد جنوبی)"
99,1386,2,1,1,0,7290000000,صادقیه
135,1401,2,1,1,1,20250000000,ظفر
80,1402,2,1,1,1,6400000000,"آذربایجانکوچه دامپزشکی (خ. آذربایجان)"
210,1396,3,1,1,1,48000000000,آجودانیه
257,1382,4,1,1,1,36500000000,پاسداران
151,1380,4,1,1,0,12200000000,"تهرانپارس شرقیبلوار ناهیدی (جشنواره) (جاده دماوند)"
42,1395,1,0,1,1,3250000000,آذربایجان
85,1398,2,1,1,1,9000000000,"جنت‌آباد مرکزی"
133,1394,3,1,1,1,12500000000,"جنت‌آباد جنوبی"
45,1384,1,1,1,0,3560000000,آذربایجان
65,1399,1,1,1,0,5500000000,"جنت‌آباد جنوبیبلوار کبیرزاده (لاله غربی) (بلوار جنت آباد جنوبی)"
60,1387,2,1,1,0,6080000000,"سازمان برنامه"
129,1384,3,1,1,1,19150000000,سعادت‌آباد
127,1372,2,1,1,0,10750000000,پونک
105,1390,2,1,1,1,11000000000,"جنت‌آباد جنوبی"
50,1381,1,0,0,0,3000000000,جیحون
61,1390,1,1,1,1,6800000000,"کوی فردوس"
110,1388,2,1,1,1,9400000000,"کوی فردوس"
75,1401,2,1,0,1,5350000000,سلسبیل
55,1400,1,1,1,1,6500000000,"باغ فیض"
97,1394,2,1,1,1,10600000000,"جنت‌آباد جنوبی"
195,1395,3,1,1,1,43000000000,"سعادت‌آبادخیابان محمدعلی کشاورز (خیابان اوین)"
119,1402,2,1,1,1,14280000000,پاسداران
140,1391,3,1,1,1,15500000000,سوهانک
68,1386,2,1,1,1,6300000000,سعادت‌آباد
102,1400,2,1,1,1,6000000000,"جیخیابان بختیاری (سی متری جی) (بزرگراه آیت الله سعیدی)"
110,1401,2,1,1,1,16500000000,دروس
81,1380,2,0,1,0,4950000000,سلسبیل
42,1389,1,1,1,0,2400000000,بریانک
138,1401,3,1,1,1,33117000000,دروس
165,1401,3,1,1,1,36800000000,پاسداران
170,1395,3,1,1,1,28000000000,پاسداران
170,1393,3,1,1,1,26560000000,پاسداران
285,1398,3,1,1,1,52300000000,پاسداران
260,1397,3,1,1,1,38250000000,پاسداران
210,1401,3,1,1,1,39950000000,دروس
70,1397,2,0,1,1,3850000000,جیحون
70,1388,1,0,1,0,2850000000,"تهرانپارس شرقیمیدان گرمابدری (بلوار گرمابدری)"
20,1370,0,0,0,0,7500000000,بلورسازی
176,1390,3,1,1,1,34000000000,"زعفرانیهمیدان اعجازی (خیابان اعجازی)"
39,1383,1,1,0,1,2900000000,سلسبیل
142,1401,3,1,1,1,13206000000,"شهرک راه‌آهن"
190,1400,3,1,1,1,22300000000,سهروردی
210,1402,3,1,1,1,32800000000,هروی
265,1384,4,1,1,1,40000000000,زعفرانیه
58,1387,1,1,1,1,5965000000,"ارمخیابان ورودی شرقی پارک ارم"
98,1396,2,1,1,1,8200000000,چیتگر
86,1400,2,1,1,1,9000000000,"جنت‌آباد شمالی"
115,1401,2,1,1,1,13850000000,"سازمان آب"
97,1396,2,1,1,1,8900000000,"شهر زیبا"
106,1397,2,1,1,1,10800000000,"جنت‌آباد مرکزی"
115,1400,2,1,1,1,13800000000,"جنت‌آباد شمالی"
86,1402,2,1,1,1,6800000000,"تهرانپارس شرقی"
114,1391,2,1,1,1,11350000000,شمس‌آباد
117,1401,3,1,1,1,8200000000,"استاد معین"
87,1393,2,1,1,1,9350000000,شادمهر
109,1399,2,1,0,1,8600000000,"چهارصد دستگاهکنارگذر پیروزی (کنارگذر پیروزی)"
153,1400,3,1,1,1,18000000000,پونک
275,1392,3,1,1,1,41000000000,فرمانیه
180,1400,3,1,1,1,40000000000,نیاوران
80,1376,2,0,1,0,3400000000,امیریه
91,1393,2,1,1,1,8650000000,"جنت‌آباد جنوبی"
48,1383,1,0,1,0,3149000000,جیحون
72,1401,1,1,1,1,11390000000,جردن
81,1395,2,1,1,1,4690000000,سلیمانی
75,1387,2,0,1,1,5500000000,"آبشار تهران"
99,1395,2,1,1,1,11200000000,"باغ فیض"
94,1392,2,1,1,1,10500000000,"جنت‌آباد جنوبی"
98,1397,2,1,1,1,10000000000,پونک
140,1401,1,1,1,1,25500000000,"شهرک غرببلوار دریا (بلوار پاکنژاد)"
135,1401,3,1,1,1,27000000000,محمودیه
95,1402,2,1,1,1,7950000000,ستارخان
165,1402,3,1,1,1,24750000000,"سازمان برنامهخیابان سازمان برنامه شمالی (ب. علامه جعفری)"
96,1399,3,1,1,1,7200000000,زنجان
48,1380,1,0,1,0,2400000000,سلسبیل
125,1390,3,1,1,1,13200000000,پونک
103,1402,2,1,1,1,13390000000,پاسداران
112,1394,2,1,1,1,6550000000,"دریاچه شهدای خلیج فارس"
117,1385,3,1,1,0,10900000000,"جنت‌آباد شمالی"
131,1392,3,1,1,1,15000000000,"جنت‌آباد شمالی"
132,1384,3,1,1,0,12350000000,"جنت‌آباد شمالی"
150,1401,3,1,1,1,13850000000,"دریاچه شهدای خلیج فارس"
155,1384,3,1,1,1,23000000000,نیاوران
122,1401,2,1,1,1,14000000000,"تهرانپارس غربی"
117,1396,2,1,1,1,9950000000,"جنت‌آباد مرکزی"
107,1390,2,1,1,1,9680000000,"جنت‌آباد مرکزی"
120,1401,2,1,1,1,16800000000,هروی
183,1401,3,1,1,1,20000000000,پاسداران
80,1399,2,1,1,1,10000000000,سهروردی
100,1401,2,1,1,1,2400000000,"دریاچه شهدای خلیج فارس"
143,1401,3,1,1,1,20100000000,پونک
90,1382,2,1,1,0,13000000000,فرمانیه
50,1389,1,1,1,1,5000000000,"کوی فردوسخیابان سازمان برنامه مرکزی (ب. علامه جعفری)"
100,1401,2,1,1,1,1100000000,چیتگر
250,1400,3,1,1,1,50000000000,دروس
74,1397,2,1,1,1,8760000000,"شهرک نفت (منطقه ۵)"
65,1399,1,0,1,1,0,"مبارک‌آباد بهشتی"
60,1385,1,1,1,0,5200000000,"کوی فردوس"
102,1402,2,1,1,1,5100000000,"شهر زیبا"
140,1401,3,1,1,1,23000000000,"اقدسیهخیابان گلزار"
168,1402,3,1,1,1,27000000000,"شهرک راه‌آهن"
90,1400,2,1,1,1,2340000000,"مبارک‌آباد بهشتی"
106,1402,2,1,1,1,14000000000,"سازمان برنامه"
144,1398,3,1,1,1,18300000000,"پونکبلوار فلاح زاده (همیلا) (بلوار میرزابابایی)"
50,1401,1,0,1,1,1450000000,"مبارک‌آباد بهشتی"
100,1395,2,1,1,1,7700000000,"دریاچه شهدای خلیج فارس"
152,1401,3,1,1,1,35500000000,پاسداران
53,1383,1,0,1,0,2650000000,سلیمانی
111,1402,2,1,1,1,20250000000,مرزداران
100,1391,2,1,1,1,14500000000,مرزداران
300,1390,4,1,1,1,110000000000,الهیه
110,1393,2,1,1,1,16000000000,مرزداران
219,1401,4,1,1,1,35000000000,مرزداران
245,1400,4,1,1,1,34000000000,مرزداران
131,1396,3,1,1,1,20150000000,مرزداران
209,1399,3,1,1,1,33000000000,مرزداران
165,1396,3,1,1,1,27500000000,مرزداران
63,1387,2,1,1,0,8300000000,پونک
141,1402,3,1,1,1,19500000000,"کوی فردوس"
